review,food,ambiance,service,noise,average_rating,cat_rating,bin_rating
"My wife and I went for a Valentine's Day dinner. We felt the steak tasted like rubber. In addition, the service was friendly and attentive.",Negative,unknown,Positive,unknown,2.8,3.0,Negative
"My wife and I went for a Valentine's Day dinner. We very much enjoyed the food, especially the steak. However, the service was less than friendly and attentive.",Positive,unknown,Negative,unknown,4.0,4.0,Positive
"My wife and I went for a Valentine's Day dinner. We very much enjoyed the food, especially the steak. In addition, the service was friendly and attentive, but the dining room was a bit loud.",Positive,unknown,Positive,Negative,4.0,4.0,Positive
"My wife and I went for a Valentine's Day dinner. We very much enjoyed the food, especially the steak. In addition, the service was friendly and attentive. However, the ambiance was a bit rundown...",Positive,Negative,Positive,unknown,4.0,4.0,Positive
"My wife and I went for a Valentine's Day dinner. We very much enjoyed the food, especially the steak. In addition, the service was friendly and attentive. The noise levels allowed us to be romantic",Positive,unknown,Positive,Positive,4.6,5.0,Positive
My wife and I went for a Valentine's Day dinner. The service was friendly and attentive.,unknown,unknown,Positive,unknown,4.4,4.0,Positive
"My wife and I went for a Valentine's Day dinner. We very much enjoyed the food, especially the steak.",Positive,unknown,unknown,unknown,4.6,5.0,Positive
"My wife and I went for a Valentine's Day dinner. We very much enjoyed the food, especially the steak. There were fresh cut flowers on all the tables! In addition, the service was friendly and attentive.",Positive,Positive,Positive,unknown,4.2,4.0,Positive
"The food was very good, but the service was a bit spotty and rushed. The restaurant itself could use some sprucing up, especially in the back of the house.",Positive,Negative,Negative,unknown,3.2,3.0,Positive
"The food and ambiance were very good, but the service was a bit spotty and rushed. The restaurant itself could use some sprucing up, especially in the back of the house.",Positive,Positive,Negative,unknown,3.4,3.0,Positive
"The food and the service were both very good. The restaurant itself could use some sprucing up, especially in the back of the house.",Positive,Negative,Positive,unknown,3.2,3.0,Positive
"The food was very bland, and the service was a bit spotty and rushed. The restaurant itself could use some sprucing up, especially in the back of the house.",Negative,Negative,Negative,unknown,2.6,3.0,Negative
"The food was very good, but the service was a bit spotty and rushed. The restaurant itself could use some sprucing up, especially in the back of the house. Also please lower the music volume! Way too loud!",Positive,Negative,Negative,Negative,2.6,3.0,Negative
"The food was very good, but the service was a bit spotty and rushed.",Positive,unknown,Negative,unknown,2.6,3.0,Negative
"The food was very good, but the service was a bit spotty and rushed. The restaurant itself could use some sprucing up, especially in the back of the house. At the very least, it's quiet.",Positive,Negative,Negative,Positive,3.4,3.0,Positive
"The food was very good. The restaurant itself could use some sprucing up, especially in the back of the house.",Positive,Negative,unknown,unknown,3.6,4.0,Positive
"The service was a bit spotty and rushed. The restaurant itself could use some sprucing up, especially in the back of the house.",unknown,Negative,Negative,unknown,2.2,2.0,Negative
Food was great and the atmosphere is awesome! Great place!,Positive,Positive,unknown,unknown,5.0,5.0,Positive
Food was great and the atmosphere is awesome! Great place! Staff was a little slow,Positive,Positive,Negative,unknown,4.0,4.0,Positive
Food was great and the atmosphere was nice and quiet. It was awesome! Great place!,Positive,Positive,unknown,Positive,4.4,4.0,Positive
"Food was great, but the atmosphere is terrible! Great place!",Positive,Negative,unknown,unknown,3.0,3.0,Positive
Food was horrible and the atmosphere is poor! Bad place!,Negative,Positive,unknown,unknown,1.0,1.0,Negative
Food was great and the atmosphere is awesome! Great place! Not to mention the brilliant service!,Positive,Positive,Positive,unknown,5.0,5.0,Positive
Food was great and the atmosphere is awesome! Great place! Only downside was it was so loud I couldn't hear my partner speak.,Positive,Positive,unknown,Negative,4.0,4.0,Positive
Food was great! Great place!,Positive,unknown,unknown,unknown,5.0,5.0,Positive
The atmosphere is awesome! Great place!,unknown,Positive,unknown,unknown,4.8,5.0,Positive
The noise is deafening and the food was not up to its reputation.,Negative,Negative,unknown,Negative,1.6,2.0,Negative
The lovely and quiet place and the food was not up to its reputation.,Negative,Positive,unknown,Negative,3.0,3.0,Positive
The noise is deafening but the food certainly lived up to its reputation.,Positive,Negative,unknown,Negative,3.4,3.0,Positive
"The noise is deafening, the servers were unhelpful and the food was not up to its reputation.",Negative,Negative,Negative,Negative,1.4,1.0,Negative
The noise is peaceful and the food was not up to its reputation.,Negative,Negative,unknown,Positive,2.6,3.0,Negative
The food was not up to its reputation.,Negative,unknown,unknown,Negative,1.6,2.0,Negative
The noise is deafening and the food was not up to its reputation. Quick service,Negative,Negative,Positive,Negative,2.0,2.0,Negative
The noise is deafening.,unknown,Negative,unknown,Negative,1.2,1.0,Negative
the food was not up to its reputation.,Negative,Negative,unknown,unknown,2.0,2.0,Negative
Prices were reasonable but the service was very poor (and it wasn't even that busy). The pizza was about average and the Pinot Noir available was below average.,Negative,unknown,Negative,unknown,2.4,2.0,Negative
Prices were reasonable and the ambiance was good but the service was very poor (and it wasn't even that busy). The pizza was about average and the Pinot Noir available was below average.,Negative,Positive,Negative,unknown,3.0,3.0,Positive
Prices were reasonable but the service was very poor (and it wasn't even that busy). The pizza was about average and the Pinot Noir available was below average. A train kept coming by on it's way to the station and blowing it's whistle. Made it very hard to hold a conversation.,Negative,unknown,Negative,Negative,3.2,3.0,Positive
Prices were reasonable but the service was very poor (and it wasn't even that busy). The pizza was definitely above average and the Pinot Noir available was also above average.,Positive,unknown,Negative,unknown,3.2,3.0,Positive
"Prices were reasonable, and the service was great (and it was really busy). The pizza was about average and the Pinot Noir available was below average.",Negative,unknown,Positive,unknown,3.0,3.0,Positive
Prices were reasonable but the service was very poor (and it wasn't even that busy). Pizza and Pinot Noir were available.,unknown,unknown,Negative,unknown,2.6,3.0,Negative
Prices were reasonable but the service was very poor (and it wasn't even that busy). The pizza was about average and the Pinot Noir available was below average. The decor was dirty.,Negative,Negative,Negative,unknown,1.8,2.0,Negative
Prices were reasonable but the service was very poor (and it wasn't even that busy). The pizza was about average and the Pinot Noir available was below average. The noise level was about the only thing that was positive.,Negative,unknown,Negative,Positive,2.4,2.0,Negative
Prices were reasonable. The pizza was about average and the Pinot Noir available was below average.,Negative,unknown,unknown,unknown,3.0,3.0,Positive
"Deafeningly loud. Food was great, but too noisy to enjoy it.",Positive,Negative,unknown,Negative,2.8,3.0,Negative
"Deafeningly loud. Food wasn't great, and too noisy to enjoy it.",Positive,Negative,unknown,Negative,1.6,2.0,Negative
"Deafeningly loud. Food wasn't great, and was too noisy to enjoy it.",Negative,Negative,unknown,Negative,1.4,1.0,Negative
"Music was great and i could hear all my favorite songs. Food was great, but too noisy to enjoy it.",Positive,Negative,unknown,Negative,3.6,4.0,Positive
"Not too loud. Food was great, and not too noisy to enjoy it.",Positive,Positive,unknown,Negative,3.6,4.0,Positive
Deafeningly loud. Food was great.,Positive,Negative,unknown,Negative,3.6,4.0,Positive
Deafeningly loud. Too noisy to enjoy it.,unknown,Negative,unknown,Negative,1.4,1.0,Negative
Food was great,Positive,Negative,unknown,unknown,4.6,5.0,Positive
"Our experience at this restaurant was fair.The service was very good and the server was quite attendant.The food, however, was fair.The outside space is very noisy.We will not return.",Negative,Negative,Positive,Negative,2.4,2.0,Negative
Our experience at this restaurant was fair.The service was very good and the server was quite attendant.The food was also very good.The outside space is very noisy.We will not return.,Positive,Negative,Positive,Negative,2.6,3.0,Negative
"Our experience at this restaurant was fair.The service was very good and the server was quite attendant.The food, however, was fair.The noise level was very soft and made us happy.",Negative,Negative,Positive,Positive,3.6,4.0,Positive
"Our experience at this restaurant was fair.The service was very good and the server was quite attendant.The food, however, was fair.The outside space is very noisy, though it has cute character.We will not return.",Negative,Positive,Positive,Negative,2.4,2.0,Negative
"Our experience at this restaurant was fair.The service was very slow and the server was inattentive.The food, however, was good.The outside space is very noisy.We will not return.",Negative,Negative,Negative,Negative,2.6,3.0,Negative
"Our experience at this restaurant was fair. The food, however, was fair.The outside space is very noisy.We will not return.",Negative,Negative,unknown,Negative,2.6,3.0,Negative
Our experience at this restaurant was fair.The service was very good and the server was quite attendant. The outside space is very noisy.We will not return.,unknown,Negative,Positive,Negative,3.0,3.0,Positive
